email_id,professor_id,condition_hidden,claim_id,atomic_claim,claim_type,evidence_excerpt,label_annotator_1,label_annotator_2,final_label,notes
E-0051,BIO-01,full-01,E-0051_c01,The professor's research focuses on immunotherapy and virus-based gene therapy.,research_topic,"Publication record spans Immunotherapy and Immune Responses, Hepatitis B Virus Studies, Virus-based gene therapy research.",,,SUPPORTED,
E-0051,BIO-01,full-01,E-0051_c02,The professor's recent work focuses on CAR-T cell therapy and its challenges in targeting solid tumors.,research_topic,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies",,,SUPPORTED,
E-0051,BIO-01,full-01,E-0051_c03,"The professor published a paper titled ""Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies"".",authorship,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies (2021)",,,SUPPORTED,
E-0051,BIO-01,full-01,E-0051_c04,The professor's research on CAR-T cell therapy and its challenges in targeting solid tumors deeply resonated with the student.,impact,,,,,NOT_SUPPORTED,"Student reaction statement; unprovable via author files."
E-0051,BIO-01,full-01,E-0051_c05,The student has been exploring the intricacies of immune cell therapies in their coursework and a recent research project.,cross_paper_synthesis,,,,,NOT_SUPPORTED,"Student project information; unprovable via profile logs."
E-0052,BIO-03,full-01,E-0052_c01,The professor's research is on biomedicine.,research_topic,"Researcher at Siriraj Hospital working on biomedical and health research.",,,SUPPORTED,
E-0052,BIO-03,full-01,E-0052_c02,The professor's research focuses on the role of biomolecular interactions in disease mechanisms.,research_topic,"Identification of Residues in the Dengue Virus Type 2 NS2B Cofactor That Are Critical for NS3 Protease Activation",,,SUPPORTED,
E-0053,CS-01,full-01,E-0053_c01,"The professor's research is on data mining, machine learning, and applied AI.",research_topic,,,,,
E-0053,CS-01,full-01,E-0053_c02,The professor's recent work is on aspect-based sentiment analysis.,research_topic,,,,,
E-0053,CS-01,full-01,E-0053_c03,The professor uses advanced models like LSTM and BERT for aspect-based sentiment analysis.,method,,,,,
E-0053,CS-01,full-01,E-0053_c04,The student is particularly fascinated by the professor's paper on sentiment analysis of marketplace product reviews.,,,,,,
E-0053,CS-01,full-01,E-0053_c05,The student believes that the LSTM-CNN approach used by the professor resonates with the student's academic interests and aspirations.,,,,,,
E-0054,PSY-01,full-01,E-0054_c01,The professor's research focuses on human-automation interaction and the critical role of human factors in technology.,research_topic,,,,,
E-0054,PSY-01,full-01,E-0054_c02,The professor has a forthcoming paper on AI as a Team Member.,research_topic,,,,,
E-0054,PSY-01,full-01,E-0054_c03,The professor's research explores how AI can effectively collaborate with humans in dynamic environments.,research_topic,,,,,
E-0055,BIO-03,full-01,E-0055_c01,The professor's research is on the Cry4Aa delta-endotoxin from Bacillus thuringiensis.,research_topic,"The Cry4Aa delta-endotoxin from Bacillus thuringiensis is toxic to larvae of Culex, Anopheles, and Aedes mosquitoes",,,SUPPORTED,
E-0055,BIO-03,full-01,E-0055_c02,The professor's research has gained insights into the structure and potential applications of the Cry4Aa delta-endotoxin as a biopesticide for mosquito larvae.,result,"With the objective of designing modified toxins with improved potency that could be used as biopesticides, we determined the structure of this toxin in its functional form at a resolution of 2.8 angstroms.",,,SUPPORTED,
E-0055,BIO-03,full-01,E-0055_c03,The professor's research has focused on the NS2B-NS3 protease of the dengue virus.,research_topic,"Proteolytic processing of the dengue virus polyprotein is mediated by host cell proteases and the virus-encoded NS2B-NS3 two-component protease.",,,SUPPORTED,
E-0056,CS-04,full-01,E-0056_c01,The professor's research is on machine learning and applied AI.,research_topic,,,,,
E-0056,CS-04,full-01,E-0056_c02,The professor's research includes predicting stock prices.,research_topic,,,,,
E-0056,CS-04,full-01,E-0056_c03,The professor's research includes identifying human voice emotions.,research_topic,,,,,
E-0056,CS-04,full-01,E-0056_c04,The professor published a paper on Indonesian Stock Price Prediction.,authorship,,,,,
E-0056,CS-04,full-01,E-0056_c05,The professor's paper on Indonesian Stock Price Prediction highlighted the complexity of economic variables during the Covid-19 era.,result,,,,,
E-0056,CS-04,full-01,E-0056_c06,The professor's research on identifying emotions through prosodic and spectral feature extraction resonates with the student's interest in multimodal data processing.,cross_paper_synthesis,,,,,
E-0057,BIO-04,full-01,E-0057_c01,The professor's research is on biomedicine.,research_topic,,,,,
E-0057,BIO-04,full-01,E-0057_c02,The professor has done research on a specific topic or method.,research_topic,,,,,
E-0057,BIO-04,full-01,E-0057_c03,The student was particularly fascinated by the professor's recent paper.,,,,,,
E-0057,BIO-04,full-01,E-0057_c04,The professor explored a specific topic or finding in their recent paper.,research_topic,,,,,
E-0058,BIO-01,full-01,E-0058_c01,"The professor's research focuses on immune responses, metabolic signaling, and viral immunology.",research_topic,"Publication record spans Immunotherapy and Immune Responses, Hepatitis B Virus Studies, Virus-based gene therapy research.",,,SUPPORTED,
E-0058,BIO-01,full-01,E-0058_c02,The student recently completed a small research project that involved analyzing the effects of specific biomolecules on cell proliferation.,method,,,,,NOT_SUPPORTED,"Student project information; cannot be verified."
E-0058,BIO-01,full-01,E-0058_c03,The student believes their background in relevant coursework or skills aligns well with the professor's research objectives.,collaboration,,,,,NOT_SUPPORTED,"Student preference statement; cannot be verified."
E-0059,BIO-01,full-01,E-0059_c01,The professor's research focuses on immunotherapy and virus-based gene therapy.,research_topic,"Publication record spans Immunotherapy and Immune Responses, Hepatitis B Virus Studies, Virus-based gene therapy research.",,,SUPPORTED,
E-0059,BIO-01,full-01,E-0059_c02,The professor has conducted recent work on CAR-T cell therapy and its challenges in targeting solid tumors.,research_topic,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies",,,SUPPORTED,
E-0059,BIO-01,full-01,E-0059_c03,The professor published a paper titled 'Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies'.,authorship,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies (2021)",,,SUPPORTED,
E-0059,BIO-01,full-01,E-0059_c04,The professor's paper highlights crucial advances in enhancing CAR-T cell efficacy.,result,"Here, we discuss all of these advances and challenges and review promising strategies for treating solid tumors.",,,SUPPORTED,
E-0060,BIO-03,full-01,E-0060_c01,"The professor's research is on biomedicine, particularly on mosquito-specific toxins from Bacillus thuringiensis or dengue virus proteases.",research_topic,"The Cry4Aa delta-endotoxin from Bacillus thuringiensis is toxic to larvae... Identification of Residues in the Dengue Virus Type 2 NS2B Cofactor",,,SUPPORTED,
E-0061,CS-03,full-01,E-0061_c01,The professor's research is on artificial intelligence.,research_topic,,,,,
E-0061,CS-03,full-01,E-0061_c02,The professor has done work on a specific topic or paper related to artificial intelligence.,research_topic,,,,,
E-0061,CS-03,full-01,E-0061_c03,The student has taken graduate coursework in machine learning and natural language processing.,,,,,,
E-0061,CS-03,full-01,E-0061_c04,The student recently completed a small research project focusing on enhancing model interpretability in AI systems.,,,,,,
E-0061,CS-03,full-01,E-0061_c05,The student is particularly drawn to the professor's innovative approaches.,,,,,,
E-0061,CS-03,full-01,E-0061_c06,The student's background aligns well with the professor's research objectives.,,,,,,
E-0062,CS-04,full-01,E-0062_c01,The professor's research is on machine learning and data mining applications.,research_topic,,,,,
E-0062,CS-04,full-01,E-0062_c02,The student has completed a small research project on [brief description of the project].,research_topic,,,,,
E-0062,CS-04,full-01,E-0062_c03,The student has foundational skills in [relevant methods or techniques].,method,,,,,
E-0063,PSY-04,full-01,E-0063_c01,The professor's research focuses on the cognitive processes underlying decision-making and the impact of social influences on psychological outcomes.,research_topic,,,,,
E-0063,PSY-04,full-01,E-0063_c02,The professor has published a recent paper on a specific topic or finding related to the cognitive processes underlying decision-making and the impact of social influences on psychological outcomes.,research_topic,,,,,
E-0063,PSY-04,full-01,E-0063_c03,"The professor's recent paper used specific methods, such as experimental designs and statistical analyses, to explore the dynamics between individual cognition and social context.",method,,,,,
E-0064,BIO-03,full-01,E-0064_c01,"The professor's research is on biomedicine, particularly on Bacillus thuringiensis and its application in pest control.",research_topic,"Publication record spans Insect Resistance and Genetics, Insect and Pesticide Research, Entomopathogenic Microorganisms in Pest Control.",,,SUPPORTED,
E-0064,BIO-03,full-01,E-0064_c02,The professor has published a paper on the structure of the Cry4Aa delta-endotoxin.,authorship,"Structure of the Functional Form of the Mosquito Larvicidal Cry4Aa Toxin from Bacillus thuringiensis at a 2.8-Angstrom Resolution (2006)",,,SUPPORTED,
E-0064,BIO-03,full-01,E-0064_c03,The professor's work on the Cry4Aa delta-endotoxin provides molecular insights into its functional form and implications for improved toxin design.,result,"The availability of the Cry4Aa structure should guide further investigations aimed at the molecular basis of the target specificity and membrane insertion of Cry endotoxins.",,,SUPPORTED,
E-0065,PSY-02,full-01,E-0065_c01,The professor's research focuses on the interplay between cognitive and emotional processes.,research_topic,,,,,
E-0065,PSY-02,full-01,E-0065_c02,The professor's research examines decision-making under uncertainty.,research_topic,,,,,
E-0065,PSY-02,full-01,E-0065_c03,The professor's research has found that emotional regulation can influence cognitive biases in decision-making under uncertainty.,result,,,,,
E-0066,CS-02,full-01,E-0066_c01,The professor's research is on topics such as natural language processing and the development of organic solid electrolytes for all-solid-state batteries.,research_topic,,,,,
E-0066,CS-02,full-01,E-0066_c02,The professor's work on organic solid electrolytes involves the development of materials that facilitate Li-ion dissociation and transport.,research_topic,,,,,
E-0067,PSY-03,full-01,E-0067_c01,The professor's research focuses on the interplay between impulsivity and alcohol involvement in adolescents.,research_topic,,,,,
E-0067,PSY-03,full-01,E-0067_c02,"The professor has published a paper titled ""Multiple behavioural impulsivity tasks predict prospective alcohol involvement in adolescents"".",authorship,,,,,
E-0067,PSY-03,full-01,E-0067_c03,The professor's research has provided insights on how impulsivity can predict future substance use.,result,,,,,
E-0067,PSY-03,full-01,E-0067_c04,The professor's research has examined the influence of automatic alcohol-approach tendencies on drinking behavior among at-risk adolescents.,research_topic,,,,,
E-0067,PSY-03,full-01,E-0067_c05,The professor's research has employed experimental design methodology.,method,,,,,
E-0068,BIO-03,full-01,E-0068_c01,"The professor's research focuses on biomedical and health topics, particularly insect resistance, genetics, and entomopathogenic microorganisms in pest control.",research_topic,"Publication record spans Insect Resistance and Genetics, Insect and Pesticide Research, Entomopathogenic Microorganisms in Pest Control.",,,SUPPORTED,
E-0069,BIO-01,full-01,E-0069_c01,The professor's research is in biomedicine.,research_topic,"Researcher at Hebei Medical University working on biomedical and health research.",,,SUPPORTED,
E-0069,BIO-01,full-01,E-0069_c02,The professor's research involves a specific topic or project.,research_topic,"Publication record spans Immunotherapy and Immune Responses, Hepatitis B Virus Studies, Virus-based gene therapy research.",,,SUPPORTED,
E-0069,BIO-01,full-01,E-0069_c03,The student recently completed a small research project involving specific methods or findings relevant to the professor's work.,method,,,,,NOT_SUPPORTED,"Student domain info; not verifiable."
E-0069,BIO-01,full-01,E-0069_c04,The student is fascinated by the professor's findings on a specific paper or method and how they could potentially contribute to advancements in a specific application or implication.,result,,,,,NOT_SUPPORTED,"Student feelings statement; not verifiable."
E-0070,PSY-04,full-01,E-0070_c01,The professor's research examines how family relationships and parental emotional states relate to patient outcomes in eating disorders.,research_topic,,,,,
E-0070,PSY-04,full-01,E-0070_c02,"The professor's research employs both clinical and empirical methods to explore the connections between family relationships, parental emotional states, and patient outcomes in eating disorders.",method,,,,,
E-0071,CS-04,full-01,E-0071_c01,The professor's work focuses on artificial intelligence.,research_topic,,,,,
E-0071,CS-04,full-01,E-0071_c02,The professor has recent findings on a specific paper or result.,result,,,,,
E-0071,CS-04,full-01,E-0071_c03,The professor employs innovative approaches in a relevant method or technique.,method,,,,,
E-0072,PSY-04,full-01,E-0072_c01,The professor's research focuses on dropout rates in inpatient treatment for Anorexia Nervosa.,research_topic,,,,,
E-0072,PSY-04,full-01,E-0072_c02,The professor's research examines the role of Expressed Emotion in family dynamics surrounding eating disorders.,research_topic,,,,,
E-0072,PSY-04,full-01,E-0072_c03,The student recently completed a small research project exploring the psychological factors that contribute to treatment adherence in eating disorders.,research_topic,,,,,
E-0072,PSY-04,full-01,E-0072_c04,The student's research project parallels the professor's findings regarding predictors of dropout from inpatient care.,cross_paper_synthesis,,,,,
E-0072,PSY-04,full-01,E-0072_c05,"The student is intrigued by the professor's systematic review of Expressed Emotion, as it highlights the complex interplay between family dynamics and treatment outcomes in eating disorders.",research_topic,,,,,
E-0073,CS-03,full-01,E-0073_c01,The professor's work includes research on machine learning and applied AI.,research_topic,,,,,
E-0073,CS-03,full-01,E-0073_c02,The professor's research includes work on deep learning approaches for speech emotion recognition.,research_topic,,,,,
E-0073,CS-03,full-01,E-0073_c03,The professor's research includes work on deep learning approaches for natural language processing applications.,research_topic,,,,,
E-0073,CS-03,full-01,E-0073_c04,The professor's research includes work on neural networks and their applications in human-computer interactions.,research_topic,,,,,
E-0074,PSY-03,full-01,E-0074_c01,The professor's research is on adolescent psychosocial and emotional development.,research_topic,,,,,
E-0074,PSY-03,full-01,E-0074_c02,The professor's research examines the interplay between impulsivity and alcohol involvement among young individuals.,research_topic,,,,,
E-0074,PSY-03,full-01,E-0074_c03,The professor has conducted a study on the prospective relationships between behavioral impulsivity tasks and alcohol involvement in adolescents.,research_topic,,,,,
E-0074,PSY-03,full-01,E-0074_c04,The professor employed cross-lagged analyses in their study.,method,,,,,
E-0075,BIO-04,full-01,E-0075_c01,The professor's research focuses on the mechanisms underlying cellular responses to disease.,research_topic,,,,,
E-0075,BIO-04,full-01,E-0075_c02,The professor's recent work is on a specific topic or finding.,research_topic,,,,,
E-0075,BIO-04,full-01,E-0075_c03,"The professor uses innovative methods and technologies, including [mention specific methods or technologies used in the professor's work], to elucidate complex biological processes.",method,,,,,
E-0075,BIO-04,full-01,E-0075_c04,"The student recently completed a small research project focused on [briefly describe your project, ensuring it relates to the professor's work, if applicable].",research_topic,,,,,
E-0075,BIO-04,full-01,E-0075_c05,The student's academic background and research interests align well with the professor's work.,research_topic,,,,,
E-0075,BIO-04,full-01,E-0075_c06,The student is inspired by the professor's innovative research.,,,,,,
E-0076,PSY-01,full-01,E-0076_c01,The professor's research focuses on collaborative knowledge capture in ontologies.,research_topic,,,,,
E-0076,PSY-01,full-01,E-0076_c02,The professor's research focuses on recommender systems for secure coding.,research_topic,,,,,
E-0076,PSY-01,full-01,E-0076_c03,The student has taken graduate coursework relevant to the professor's research topics.,,,,,,
E-0077,PSY-04,full-01,E-0077_c01,The professor has conducted research on eating disorders.,research_topic,,,,,
E-0077,PSY-04,full-01,E-0077_c02,The professor has published a critical review on dropout rates in inpatient treatment for Anorexia Nervosa.,research_topic,,,,,
E-0077,PSY-04,full-01,E-0077_c03,The professor has published a systematic review of Expressed Emotion among families of patients with eating disorders.,research_topic,,,,,
E-0077,PSY-04,full-01,E-0077_c04,The professor's critical review on dropout rates underscores the importance of understanding the factors leading to treatment discontinuation.,impact,,,,,
E-0077,PSY-04,full-01,E-0077_c05,The professor's systematic review of Expressed Emotion highlights the nuanced family dynamics that influence patient outcomes.,impact,,,,,
E-0078,PSY-01,full-01,E-0078_c01,The professor's research focuses on cognitive processes and emotional regulation.,research_topic,,,,,
E-0078,PSY-01,full-01,E-0078_c02,The professor's research examines the interaction between attention and emotional responses.,research_topic,,,,,
E-0079,BIO-04,full-01,E-0079_c01,The professor's research focuses on the mechanisms underlying cellular responses to disease.,research_topic,,,,,
E-0079,BIO-04,full-01,E-0079_c02,The student has completed a small research project focused on [a specific area].,research_topic,,,,,
E-0079,BIO-04,full-01,E-0079_c03,The student is eager to contribute to the professor's ongoing research and to develop their skills under the professor's guidance.,,,,,,
E-0080,BIO-04,full-01,E-0080_c01,"The professor's research is on biomedicine, particularly on osteopontin (OPN) and its implications in various cancer treatments, including endometrial and gastric cancers.",research_topic,,,,,
E-0080,BIO-04,full-01,E-0080_c02,The professor's studies have focused on the role of OPN in cardiac fibrosis and its potential as a therapeutic target in atherosclerosis.,research_topic,,,,,
E-0081,PSY-03,full-01,E-0081_c01,"The professor's research focuses on cognitive and behavioral processes in adolescent development, particularly as they relate to substance use and risk behavior.",research_topic,,,,,
E-0081,PSY-03,full-01,E-0081_c02,The professor employs methodologies in their studies.,method,,,,,
E-0081,PSY-03,full-01,E-0081_c03,Working under the professor's guidance would significantly enhance the student's research skills.,impact,,,,,
E-0082,PSY-04,full-01,E-0082_c01,The professor's research is on eating disorders and family dynamics.,research_topic,,,,,
E-0082,PSY-04,full-01,E-0082_c02,The professor's research approaches include clinical and psychopathological approaches.,method,,,,,
E-0082,PSY-04,full-01,E-0082_c03,The professor's research focuses on expressed emotion and parental burden in anorexia nervosa.,research_topic,,,,,
E-0083,BIO-01,full-01,E-0083_c01,The professor's research is in biomedicine.,research_topic,"Researcher at Hebei Medical University working on biomedical and health research.",,,SUPPORTED,
E-0083,BIO-01,full-01,E-0083_c02,The professor's research involves a specific topic or project.,research_topic,"Publication record spans Immunotherapy and Immune Responses, Hepatitis B Virus Studies, Virus-based gene therapy research.",,,SUPPORTED,
E-0083,BIO-01,full-01,E-0083_c03,The professor has published a recent publication on a specific topic.,authorship,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies (2021)",,,SUPPORTED,
E-0083,BIO-01,full-01,E-0083_c04,The professor's recent publication discussed a specific key aspect that interests the student.,cross_paper_synthesis,,,,,NOT_SUPPORTED,"Student preference/interest component is unprovable."
E-0083,BIO-01,full-01,E-0083_c05,The professor employed specific techniques or approaches in their research.,method,"Two-dimensional electrophoresis (2-DE) and tandem mass spectrometry (MS/MS) analyses were utilized",,,SUPPORTED,
E-0084,CS-03,full-01,E-0084_c01,The professor's research is on machine learning and applied AI.,research_topic,,,,,
E-0084,CS-03,full-01,E-0084_c02,The professor's research includes work on quantum machine learning applications in healthcare.,research_topic,,,,,
E-0084,CS-03,full-01,E-0084_c03,The professor has published a recent systematic review.,authorship,,,,,
E-0085,PSY-02,full-01,E-0085_c01,"The professor's research focuses on the interplay between the cerebellum, basal ganglia, and cortex in motor and cognitive functions.",research_topic,,,,,
E-0085,PSY-02,full-01,E-0085_c02,The professor has published a consensus paper on cerebellar function.,authorship,,,,,
E-0085,PSY-02,full-01,E-0085_c03,"The professor's consensus paper on cerebellar function provided insights into the reciprocal interactions among the cerebellum, basal ganglia, and cortex.",result,,,,,
E-0085,PSY-02,full-01,E-0085_c04,The professor has published a systematic review on action observation therapy for Parkinson's disease.,authorship,,,,,
E-0085,PSY-02,full-01,E-0085_c05,The professor's systematic review on action observation therapy for Parkinson's disease has inspired the student's own research endeavors.,impact,,,,,
E-0085,PSY-02,full-01,E-0085_c06,"The professor's research on the interplay between the cerebellum, basal ganglia, and cortex, as well as action observation therapy for Parkinson's disease, resonates with the student's academic interests.",research_topic,,,,,
E-0085,PSY-02,full-01,E-0085_c07,The student believes their background in psychology and recent research experience align well with the professor's work.,,,,,,
E-0086,BIO-02,full-01,E-0086_c01,The professor's research focuses on urological disorders.,research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0086,BIO-02,full-01,E-0086_c02,The professor's research involves the innovative applications of hysteroscopic metroplasty in improving reproductive outcomes.,research_topic,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0086,BIO-02,full-01,E-0086_c03,The professor's study found beneficial effects of hysteroscopic metroplasty.,result,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0086,BIO-02,full-01,E-0086_c04,The professor's findings highlight the transformative potential of surgical interventions in complex cases.,impact,"We conclude that women with a T-shaped uterus who want to improve their reproductive function should be encouraged to undergo hysteroscopic metroplasty.",,,SUPPORTED,
E-0087,PSY-01,full-01,E-0087_c01,The professor has ongoing research.,research_topic,,,,,
E-0087,PSY-01,full-01,E-0087_c02,The professor has expertise that the student wants to learn from.,research_topic,,,,,
E-0088,PSY-03,full-01,E-0088_c01,The professor's research is on adolescent psychosocial development and substance use.,research_topic,,,,,
E-0088,PSY-03,full-01,E-0088_c02,The professor's research has found reciprocal relationships between behavioral impulsivity and alcohol involvement among adolescents.,result,,,,,
E-0088,PSY-03,full-01,E-0088_c03,The professor published a paper on these findings in 2013.,authorship,,,,,
E-0088,PSY-03,full-01,E-0088_c04,"The student recently completed a research project that explored cognitive factors influencing adolescent decision-making, which parallels the professor's investigations into automatic processes and drinking behavior among at-risk adolescents.",cross_paper_synthesis,,,,,
E-0088,PSY-03,full-01,E-0088_c05,The professor uses cross-lagged analyses to assess the associations between automatic processes and drinking behavior among at-risk adolescents.,method,,,,,
E-0088,PSY-03,full-01,E-0088_c06,The student believes the professor's use of cross-lagged analyses provides valuable insights into developmental trajectories.,impact,,,,,
E-0089,BIO-02,full-01,E-0089_c01,The professor's research is in biomedical and health sciences.,research_topic,"Researcher at University of the Witwatersrand working on biomedical and health research.",,,SUPPORTED,
E-0089,BIO-02,full-01,E-0089_c02,The professor's research involves clinical and reproductive research.,research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0090,BIO-03,full-01,E-0090_c01,The professor's research is on biomedicine.,research_topic,"Researcher at Siriraj Hospital working on biomedical and health research.",,,SUPPORTED,
E-0090,BIO-03,full-01,E-0090_c02,The professor's research focuses on the molecular mechanisms of disease pathways.,research_topic,"Identification of Residues in the Dengue Virus Type 2 NS2B Cofactor That Are Critical for NS3 Protease Activation",,,SUPPORTED,
E-0090,BIO-03,full-01,E-0090_c03,The student recently completed a small research project that explored the impact of certain biomolecules on cellular responses.,result,,,,,NOT_SUPPORTED,"Student profile history details cannot be verified via the faculty catalog."
E-0090,BIO-03,full-01,E-0090_c04,The student is fascinated by the professor's findings on the application of novel imaging techniques to track cellular processes in real-time.,result,"determined the structure of this toxin in its functional form at a resolution of 2.8 angstroms",,,REFUTED,"The profile tracks structure determination via X-ray crystallography resolutions, but mentions no real-time imaging tracking technologies."
E-0091,BIO-04,full-01,E-0091_c01,Your research is on biomedicine.,research_topic,,,,,
E-0091,BIO-04,full-01,E-0091_c02,"Your recent work is on [specific topic or method from your research that interests me, if known].",research_topic,,,,,
E-0092,BIO-04,full-01,E-0092_c01,"The professor's research is on cancer biology, including endometrial and gastric cancer.",research_topic,,,,,
E-0092,BIO-04,full-01,E-0092_c02,The professor's research is on osteopontin (OPN).,research_topic,,,,,
E-0092,BIO-04,full-01,E-0092_c03,The professor has studied the effects of OPN in cardiac remodeling.,research_topic,,,,,
E-0092,BIO-04,full-01,E-0092_c04,The professor's research has focused on OPN's role in cardiac fibrosis and its potential therapeutic implications.,research_topic,,,,,
E-0093,CS-01,full-01,E-0093_c01,The professor's research focuses on aspect-based sentiment analysis.,research_topic,,,,,
E-0093,CS-01,full-01,E-0093_c02,The professor's research also focuses on healthcare data processing.,research_topic,,,,,
E-0093,CS-01,full-01,E-0093_c03,The professor recently published a paper on aspect-based sentiment analysis of Bukalapak reviews.,authorship,,,,,
E-0093,CS-01,full-01,E-0093_c04,The professor combined BERT with LSTM-CNN methods in the paper on aspect-based sentiment analysis of Bukalapak reviews.,method,,,,,
E-0093,CS-01,full-01,E-0093_c05,The combination of BERT and LSTM-CNN methods in the paper on aspect-based sentiment analysis of Bukalapak reviews enhanced classification accuracy.,result,,,,,
E-0093,CS-01,full-01,E-0093_c06,The student believes that a deeper understanding of the methods used in the professor's research would significantly benefit their academic journey.,impact,,,,,
E-0094,BIO-01,full-01,E-0094_c01,The professor's research is in biomedicine.,research_topic,"Researcher at Hebei Medical University working on biomedical and health research.",,,SUPPORTED,
E-0094,BIO-01,full-01,E-0094_c02,The professor's research focuses on CAR-T cell therapy.,research_topic,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies",,,SUPPORTED,
E-0094,BIO-01,full-01,E-0094_c03,The professor's research investigates the potential of CAR-T cell therapy to target solid tumors.,research_topic,"Engineering CAR-T cells... review promising strategies for treating solid tumors.",,,SUPPORTED,
E-0094,BIO-01,full-01,E-0094_c04,The professor has published a recent publication on the challenges and strategies involved in CAR-T cell therapy.,,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies (2021)",,,SUPPORTED,
E-0095,BIO-02,full-01,E-0095_c01,"The professor's research focuses on biomedical and health topics, particularly urological disorders and assisted reproductive technology.",research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0095,BIO-02,full-01,E-0095_c02,The professor explored the 'T-shaped' uterus in a paper on hysteroscopic metroplasty.,research_topic,"Beneficial Effect of Hysteroscopic Metroplasty on the Reproductive Outcome in a ‘T-Shaped’ Uterus",,,SUPPORTED,
E-0095,BIO-02,full-01,E-0095_c03,The professor reported improvements in reproductive outcomes following surgical intervention.,result,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0096,PSY-03,full-01,E-0096_c01,The professor's research focuses on cognitive processes and their implications for psychological well-being.,research_topic,,,,,
E-0096,PSY-03,full-01,E-0096_c02,The professor has published a recent publication on the relationship between cognitive flexibility and emotional regulation.,research_topic,,,,,
E-0096,PSY-03,full-01,E-0096_c03,The student finds the professor's research methodologies compelling.,,,,,,
