claim_id,email_id,run_id,professor_id,condition,seed,verification_applied,original_claim_id
E-0080_c01,E-0080,BIO-04_B_2,BIO-04,B,2,False,BIO-04_B_2_c1
E-0080_c02,E-0080,BIO-04_B_2,BIO-04,B,2,False,BIO-04_B_2_c2
E-0081_c01,E-0081,PSY-03_C_2,PSY-03,C,2,True,PSY-03_C_2_c1
E-0081_c02,E-0081,PSY-03_C_2,PSY-03,C,2,True,PSY-03_C_2_c2
E-0081_c03,E-0081,PSY-03_C_2,PSY-03,C,2,True,PSY-03_C_2_c3
E-0082_c01,E-0082,PSY-04_C_2,PSY-04,C,2,True,PSY-04_C_2_c1
E-0082_c02,E-0082,PSY-04_C_2,PSY-04,C,2,True,PSY-04_C_2_c2
E-0082_c03,E-0082,PSY-04_C_2,PSY-04,C,2,True,PSY-04_C_2_c3
E-0083_c01,E-0083,BIO-01_C_1,BIO-01,C,1,True,BIO-01_C_1_c1
E-0083_c02,E-0083,BIO-01_C_1,BIO-01,C,1,True,BIO-01_C_1_c2
E-0083_c03,E-0083,BIO-01_C_1,BIO-01,C,1,True,BIO-01_C_1_c3
E-0083_c04,E-0083,BIO-01_C_1,BIO-01,C,1,True,BIO-01_C_1_c4
E-0083_c05,E-0083,BIO-01_C_1,BIO-01,C,1,True,BIO-01_C_1_c5
E-0084_c01,E-0084,CS-03_D_1,CS-03,D,1,True,CS-03_D_1_c1
E-0084_c02,E-0084,CS-03_D_1,CS-03,D,1,True,CS-03_D_1_c2
E-0084_c03,E-0084,CS-03_D_1,CS-03,D,1,True,CS-03_D_1_c3
E-0085_c01,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c1
E-0085_c02,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c2
E-0085_c03,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c3
E-0085_c04,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c4
E-0085_c05,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c5
E-0085_c06,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c6
E-0085_c07,E-0085,PSY-02_B_2,PSY-02,B,2,False,PSY-02_B_2_c7
E-0086_c01,E-0086,BIO-02_B_2,BIO-02,B,2,False,BIO-02_B_2_c1
E-0086_c02,E-0086,BIO-02_B_2,BIO-02,B,2,False,BIO-02_B_2_c2
E-0086_c03,E-0086,BIO-02_B_2,BIO-02,B,2,False,BIO-02_B_2_c3
E-0086_c04,E-0086,BIO-02_B_2,BIO-02,B,2,False,BIO-02_B_2_c4
E-0087_c01,E-0087,PSY-01_C_2,PSY-01,C,2,True,PSY-01_C_2_c1
E-0087_c02,E-0087,PSY-01_C_2,PSY-01,C,2,True,PSY-01_C_2_c2
E-0088_c01,E-0088,PSY-03_D_1,PSY-03,D,1,True,PSY-03_D_1_c1
E-0088_c02,E-0088,PSY-03_D_1,PSY-03,D,1,True,PSY-03_D_1_c2
E-0088_c03,E-0088,PSY-03_D_1,PSY-03,D,1,True,PSY-03_D_1_c3
E-0088_c04,E-0088,PSY-03_D_1,PSY-03,D,1,True,PSY-03_D_1_c4
E-0088_c05,E-0088,PSY-03_D_1,PSY-03,D,1,True,PSY-03_D_1_c5
E-0088_c06,E-0088,PSY-03_D_1,PSY-03,D,1,True,PSY-03_D_1_c6
E-0089_c01,E-0089,BIO-02_C_2,BIO-02,C,2,True,BIO-02_C_2_c1
E-0089_c02,E-0089,BIO-02_C_2,BIO-02,C,2,True,BIO-02_C_2_c2
E-0090_c01,E-0090,BIO-03_A_2,BIO-03,A,2,False,BIO-03_A_2_c1
E-0090_c02,E-0090,BIO-03_A_2,BIO-03,A,2,False,BIO-03_A_2_c2
E-0090_c03,E-0090,BIO-03_A_2,BIO-03,A,2,False,BIO-03_A_2_c3
E-0090_c04,E-0090,BIO-03_A_2,BIO-03,A,2,False,BIO-03_A_2_c4
E-0091_c01,E-0091,BIO-04_C_1,BIO-04,C,1,True,BIO-04_C_1_c1
E-0091_c02,E-0091,BIO-04_C_1,BIO-04,C,1,True,BIO-04_C_1_c2
E-0092_c01,E-0092,BIO-04_D_2,BIO-04,D,2,True,BIO-04_D_2_c1
E-0092_c02,E-0092,BIO-04_D_2,BIO-04,D,2,True,BIO-04_D_2_c2
E-0092_c03,E-0092,BIO-04_D_2,BIO-04,D,2,True,BIO-04_D_2_c3
E-0092_c04,E-0092,BIO-04_D_2,BIO-04,D,2,True,BIO-04_D_2_c4
E-0093_c01,E-0093,CS-01_B_2,CS-01,B,2,False,CS-01_B_2_c1
E-0093_c02,E-0093,CS-01_B_2,CS-01,B,2,False,CS-01_B_2_c2
E-0093_c03,E-0093,CS-01_B_2,CS-01,B,2,False,CS-01_B_2_c3
E-0093_c04,E-0093,CS-01_B_2,CS-01,B,2,False,CS-01_B_2_c4
E-0093_c05,E-0093,CS-01_B_2,CS-01,B,2,False,CS-01_B_2_c5
E-0093_c06,E-0093,CS-01_B_2,CS-01,B,2,False,CS-01_B_2_c6
E-0094_c01,E-0094,BIO-01_B_2,BIO-01,B,2,False,BIO-01_B_2_c1
E-0094_c02,E-0094,BIO-01_B_2,BIO-01,B,2,False,BIO-01_B_2_c2
E-0094_c03,E-0094,BIO-01_B_2,BIO-01,B,2,False,BIO-01_B_2_c3
E-0094_c04,E-0094,BIO-01_B_2,BIO-01,B,2,False,BIO-01_B_2_c4
E-0095_c01,E-0095,BIO-02_D_1,BIO-02,D,1,True,BIO-02_D_1_c1
E-0095_c02,E-0095,BIO-02_D_1,BIO-02,D,1,True,BIO-02_D_1_c2
E-0095_c03,E-0095,BIO-02_D_1,BIO-02,D,1,True,BIO-02_D_1_c3
E-0096_c01,E-0096,PSY-03_A_2,PSY-03,A,2,False,PSY-03_A_2_c1
E-0096_c02,E-0096,PSY-03_A_2,PSY-03,A,2,False,PSY-03_A_2_c2
E-0096_c03,E-0096,PSY-03_A_2,PSY-03,A,2,False,PSY-03_A_2_c3
